gene,gene_name,gene_type,chr,start,end,strand,length
ENSG00000169347.12,GP2,protein_coding,chr16,20320894,20339130,-,4048
ENSG00000169359.9,SLC33A1,protein_coding,chr3,155538813,155572218,-,9627
ENSG00000169371.9,SNUPN,protein_coding,chr15,75890424,75918810,-,3516
ENSG00000169372.8,CRADD,protein_coding,chr12,94071151,94288616,+,4276
ENSG00000169375.11,SIN3A,protein_coding,chr15,75661720,75748183,-,12453
ENSG00000169379.11,ARL13B,protein_coding,chr3,93698983,93774512,+,4160
ENSG00000169385.2,RNASE2,protein_coding,chr14,21423611,21424595,+,755
ENSG00000169393.4,ELSPBP1,protein_coding,chr19,48497908,48528410,+,1122
ENSG00000169397.3,RNASE3,protein_coding,chr14,21359558,21360507,+,720
ENSG00000169398.15,PTK2,protein_coding,chr8,141667999,142012315,-,13747
ENSG00000169402.11,RSPH10B2,protein_coding,chr7,6793740,6838996,+,4994
ENSG00000169403.7,PTAFR,protein_coding,chr1,28473677,28520447,-,4706
ENSG00000169410.5,PTPN9,protein_coding,chr15,75759462,75871630,-,4762
ENSG00000169413.2,RNASE6,protein_coding,chr14,21249210,21250626,+,1061
ENSG00000169418.9,NPR1,protein_coding,chr1,153651113,153666468,+,5003
ENSG00000169427.2,KCNK9,protein_coding,chr8,140613081,140715299,-,4449
ENSG00000169429.6,IL8,protein_coding,chr4,74606223,74609433,+,2274
ENSG00000169432.10,SCN9A,protein_coding,chr2,167051695,167232503,-,10368
ENSG00000169435.9,RASSF6,protein_coding,chr4,74437267,74486348,-,6632
ENSG00000169436.12,COL22A1,protein_coding,chr8,139600478,139926249,-,7830
ENSG00000169439.7,SDC2,protein_coding,chr8,97505579,97624000,+,4528
ENSG00000169442.4,CD52,protein_coding,chr1,26644448,26647014,+,935
ENSG00000169446.4,MMGT1,protein_coding,chrX,135044229,135056222,-,3738
ENSG00000169469.7,SPRR1B,protein_coding,chr1,153003678,153005376,+,620
ENSG00000169474.3,SPRR1A,protein_coding,chr1,152956557,152958289,+,647
ENSG00000169484.2,OR4K14,protein_coding,chr14,20482419,20483352,-,934
ENSG00000169488.5,OR4K15,protein_coding,chr14,20443603,20444818,+,1216
ENSG00000169490.12,TM2D2,protein_coding,chr8,38846327,38854343,-,4459
ENSG00000169495.4,HTRA4,protein_coding,chr8,38831683,38846181,+,2095
ENSG00000169499.10,PLEKHA2,protein_coding,chr8,38758753,38831428,+,6326
ENSG00000169504.10,CLIC4,protein_coding,chr1,25071848,25170815,+,4495
ENSG00000169507.5,SLC38A11,protein_coding,chr2,165752696,165812035,-,5552
ENSG00000169508.6,GPR183,protein_coding,chr13,99946784,99959659,-,1700
ENSG00000169509.5,CRCT1,protein_coding,chr1,152486978,152488486,+,700
ENSG00000169515.5,CCDC8,protein_coding,chr19,46913629,46916841,-,3213
ENSG00000169519.15,METTL15,protein_coding,chr11,28129795,28355054,+,5499
ENSG00000169548.3,ZNF280A,protein_coding,chr22,22868060,22874613,-,2148
ENSG00000169550.8,MUC15,protein_coding,chr11,26580580,26593780,-,3445
ENSG00000169551.8,CXorf48,protein_coding,chrX,134290461,134305322,-,1732
ENSG00000169554.12,ZEB2,protein_coding,chr2,145141648,145282147,-,17907
ENSG00000169562.9,GJB1,protein_coding,chrX,70435044,70445366,+,2235
ENSG00000169564.5,PCBP1,protein_coding,chr2,70314585,70316332,+,1748
ENSG00000169567.7,HINT1,protein_coding,chr5,130494720,130507428,-,1936
ENSG00000169570.5,DTWD2,protein_coding,chr5,118173017,118324240,-,4617
ENSG00000169575.4,VPREB1,protein_coding,chr22,22599087,22599927,+,755
ENSG00000169583.12,CLIC3,protein_coding,chr9,139889087,139891255,-,1177
ENSG00000169592.10,INO80E,protein_coding,chr16,30006615,30017114,+,6076
ENSG00000169594.8,BNC1,protein_coding,chr15,83924655,83953466,-,4795
ENSG00000169598.11,DFFB,protein_coding,chr1,3773845,3801993,+,3856
ENSG00000169599.8,NFU1,protein_coding,chr2,69622882,69664760,-,2197
ENSG00000169604.15,ANTXR1,protein_coding,chr2,69240310,69476459,+,8185
ENSG00000169605.5,GKN1,protein_coding,chr2,69201705,69208106,+,1149
ENSG00000169607.8,CKAP2L,protein_coding,chr2,113493930,113522254,-,5473
ENSG00000169609.9,C15orf40,protein_coding,chr15,83657193,83680393,-,4323
ENSG00000169612.3,FAM103A1,protein_coding,chr15,83654959,83659809,+,1568
ENSG00000169618.4,PROKR1,protein_coding,chr2,68870721,68882708,+,1602
ENSG00000169621.5,APLF,protein_coding,chr2,68694693,68858004,+,5371
ENSG00000169627.7,BOLA2B,protein_coding,chr16,30204255,30205627,-,1365
ENSG00000169629.7,RGPD8,protein_coding,chr2,113127669,113192065,-,6886
ENSG00000169635.5,HIC2,protein_coding,chr22,21771693,21805752,+,7219
ENSG00000169641.9,LUZP1,protein_coding,chr1,23410516,23504301,-,9739
ENSG00000169660.11,HEXDC,protein_coding,chr17,80376194,80400521,+,4153
ENSG00000169662.8,BCRP6,pseudogene,chr22,21645049,21648875,-,632
ENSG00000169668.7,BCRP2,pseudogene,chr22,21457305,21476574,+,2687
ENSG00000169676.4,DRD5,protein_coding,chr4,9783258,9785632,+,2375
ENSG00000169679.10,BUB1,protein_coding,chr2,111395275,111435691,-,6032
ENSG00000169682.13,SPNS1,protein_coding,chr16,28985542,28995869,+,3792
ENSG00000169683.3,LRRC45,protein_coding,chr17,79981178,79989027,+,3606
ENSG00000169684.9,CHRNA5,protein_coding,chr15,78857862,78887611,+,3623
ENSG00000169688.10,MT1B,protein_coding,chr16,56685811,56687116,+,380
ENSG00000169689.10,STRA13,protein_coding,chr17,79976578,79981983,-,1531
ENSG00000169692.8,AGPAT2,protein_coding,chr9,139567595,139581875,-,1798
ENSG00000169696.11,ASPSCR1,protein_coding,chr17,79934683,79975282,+,12097
ENSG00000169704.4,GP9,protein_coding,chr3,128779610,128781249,+,889
ENSG00000169710.6,FASN,protein_coding,chr17,80036214,80056208,-,8979
ENSG00000169714.12,CNBP,protein_coding,chr3,128888327,128902765,-,1927
ENSG00000169715.10,MT1E,protein_coding,chr16,56659387,56661024,+,1052
ENSG00000169717.5,ACTRT2,protein_coding,chr1,2938046,2939465,+,1420
ENSG00000169718.13,DUS1L,protein_coding,chr17,80015382,80023763,-,5999
ENSG00000169727.8,GPS1,protein_coding,chr17,80008567,80015346,+,6155
ENSG00000169733.7,RFNG,protein_coding,chr17,80005778,80009707,-,3865
ENSG00000169738.3,DCXR,protein_coding,chr17,79993012,79995608,-,1902
ENSG00000169740.9,ZNF32,protein_coding,chr10,44139307,44144304,-,1436
ENSG00000169744.8,LDB2,protein_coding,chr4,16503164,16900432,-,5586
ENSG00000169750.4,RAC3,protein_coding,chr17,79989500,79992080,+,1527
ENSG00000169752.12,NRG4,protein_coding,chr15,76228310,76352136,-,5031
ENSG00000169756.12,LIMS1,protein_coding,chr2,109150857,109303702,+,7626
ENSG00000169758.8,C15orf27,protein_coding,chr15,76352178,76521462,+,5265
ENSG00000169760.13,NLGN1,protein_coding,chr3,173114074,174004434,+,10147
ENSG00000169762.12,TAPT1,protein_coding,chr4,16162128,16229033,-,7828
ENSG00000169763.10,PRYP3,pseudogene,chrY,25827587,25840726,-,1094
ENSG00000169764.10,UGP2,protein_coding,chr2,64068074,64118696,+,6477
ENSG00000169777.5,TAS2R1,protein_coding,chr5,9629109,9712490,-,1723
ENSG00000169783.8,LINGO1,protein_coding,chr15,77905369,78113242,-,4902
ENSG00000169789.6,PRY,protein_coding,chrY,24636544,24660784,+,1353
ENSG00000169800.9,RBMY1F,protein_coding,chrY,24314689,24329129,-,1921
ENSG00000169807.6,PRY2,protein_coding,chrY,24217903,24242154,-,1353
ENSG00000169811.7,RBMY1HP,pseudogene,chrY,23655405,23663854,+,1394
ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881065,43904614,-,3253
ENSG00000169814.8,BTD,protein_coding,chr3,15642848,15687329,+,3704
ENSG00000169826.6,CSGALNACT2,protein_coding,chr10,43633934,43680756,+,3752
ENSG00000169836.4,TACR3,protein_coding,chr4,104507188,104640973,-,5190
ENSG00000169840.4,GSX1,protein_coding,chr13,28366780,28368905,+,1663
ENSG00000169849.8,TSPY14P,pseudogene,chrY,23630044,23632569,+,915
ENSG00000169851.11,PCDH7,protein_coding,chr4,30722037,31148422,+,10269
ENSG00000169855.15,ROBO1,protein_coding,chr3,78646390,79816965,-,10862
ENSG00000169856.7,ONECUT1,protein_coding,chr15,53049637,53083273,-,3397
ENSG00000169857.3,AVEN,protein_coding,chr15,34158428,34331377,-,1808
ENSG00000169860.4,P2RY1,protein_coding,chr3,152552736,152555841,+,3106
ENSG00000169861.8,IGHV1OR21-1,IG_V_gene,chr21,10862622,10863067,+,363
ENSG00000169862.14,CTNND2,protein_coding,chr5,10971952,11904155,-,6863
ENSG00000169871.8,TRIM56,protein_coding,chr7,100728720,100735017,+,3933
ENSG00000169876.9,MUC17,protein_coding,chr7,100663353,100702020,+,14573
ENSG00000169877.5,AHSP,protein_coding,chr16,31539185,31540124,+,562
ENSG00000169884.9,WNT10B,protein_coding,chr12,49359123,49365546,-,2629
ENSG00000169885.5,CALML6,protein_coding,chr1,1846266,1848735,+,2321
ENSG00000169891.13,REPS2,protein_coding,chrX,16964814,17171395,+,11361
ENSG00000169894.13,MUC3A,protein_coding,chr7,100547187,100611118,+,5533
ENSG00000169895.5,SYAP1,protein_coding,chrX,16737755,16783459,+,6418
ENSG00000169896.12,ITGAM,protein_coding,chr16,31271311,31344213,+,5665
ENSG00000169900.3,PYDC1,protein_coding,chr16,31227283,31228680,-,861
ENSG00000169902.9,TPST1,protein_coding,chr7,65670186,65885530,+,2871
ENSG00000169903.6,TM4SF4,protein_coding,chr3,149191761,149221068,+,2140
ENSG00000169905.8,TOR1AIP2,protein_coding,chr1,179809102,179846938,-,18876
ENSG00000169906.5,S100G,protein_coding,chrX,16668281,16672793,+,455
ENSG00000169908.6,TM4SF1,protein_coding,chr3,149086809,149095652,-,3668
ENSG00000169914.5,OTUD3,protein_coding,chr1,20209006,20239438,+,6767
ENSG00000169918.5,OTUD7A,protein_coding,chr15,31775329,32162992,-,6624
ENSG00000169919.12,GUSB,protein_coding,chr7,65425671,65447301,-,3992
ENSG00000169925.12,BRD3,protein_coding,chr9,136895427,136933657,-,6876
ENSG00000169926.5,KLF13,protein_coding,chr15,31619058,31727868,+,8590
ENSG00000169933.8,FRMPD4,protein_coding,chrX,12156585,12742642,+,8465
ENSG00000169946.9,ZFPM2,protein_coding,chr8,106330920,106816760,+,6708
ENSG00000169951.5,ZNF764,protein_coding,chr16,30565085,30569819,-,3113
ENSG00000169953.11,HSFY2,protein_coding,chrY,20893326,20990548,-,4137
ENSG00000169955.6,ZNF747,protein_coding,chr16,30537244,30546668,-,4065
ENSG00000169957.8,ZNF768,protein_coding,chr16,30535325,30538142,-,2392
ENSG00000169962.4,TAS1R3,protein_coding,chr1,1266694,1270686,+,3433
ENSG00000169964.5,TMEM42,protein_coding,chr3,44903361,44907162,+,3106
ENSG00000169967.12,MAP3K2,protein_coding,chr2,128056306,128146041,-,11508
ENSG00000169972.7,PUSL1,protein_coding,chr1,1243947,1247057,+,2489
ENSG00000169976.5,SF3B5,protein_coding,chr6,144416018,144416754,-,737
ENSG00000169981.6,ZNF35,protein_coding,chr3,44690219,44702283,+,2663
ENSG00000169989.2,TIGD4,protein_coding,chr4,153690506,153700916,-,2472
ENSG00000169991.6,IFFO2,protein_coding,chr1,19230775,19283180,-,6188
ENSG00000169992.5,NLGN2,protein_coding,chr17,7308193,7323179,+,5550
ENSG00000169994.14,MYO7B,protein_coding,chr2,128293378,128395304,+,8806
ENSG00000170004.12,CHD3,protein_coding,chr17,7788124,7816078,+,9758
ENSG00000170006.7,TMEM154,protein_coding,chr4,153539784,153601317,-,11573
ENSG00000170011.9,MYRIP,protein_coding,chr3,39850405,40301812,+,5872
ENSG00000170017.8,ALCAM,protein_coding,chr3,105085753,105295744,+,7179
ENSG00000170027.5,YWHAG,protein_coding,chr7,75956116,75988348,-,3745
ENSG00000170035.11,UBE2E3,protein_coding,chr2,181831975,181941312,+,3004
ENSG00000170037.9,CNTROB,protein_coding,chr17,7835419,7853236,+,6234
ENSG00000170043.7,TRAPPC1,protein_coding,chr17,7833663,7835441,-,1171
ENSG00000170044.4,ZPLD1,protein_coding,chr3,101818088,102198685,+,5130
ENSG00000170049.5,KCNAB3,protein_coding,chr17,7825177,7833121,-,4580
ENSG00000170054.10,SERPINA9,protein_coding,chr14,94929054,94946026,-,2561
ENSG00000170074.15,FAM153A,protein_coding,chr5,177134982,177210399,-,8271
ENSG00000170075.8,GPR37L1,protein_coding,chr1,202091986,202102720,+,6588
ENSG00000170085.13,SIMC1,protein_coding,chr5,175665365,175772994,+,5702
ENSG00000170088.9,TMEM192,protein_coding,chr4,165995574,166129701,-,6427
ENSG00000170089.11,RP11-423H2.1,pseudogene,chr5,177236408,177377733,+,3852
ENSG00000170091.6,NSG2,protein_coding,chr5,173472607,173670504,+,3946
ENSG00000170092.10,AC018720.10,pseudogene,chr7,75123401,75133628,+,2869
ENSG00000170099.5,SERPINA6,protein_coding,chr14,94770585,94789731,-,1852
ENSG00000170100.9,ZNF778,protein_coding,chr16,89284118,89295363,+,3150
ENSG00000170113.11,NIPA1,protein_coding,chr15,23043277,23100005,-,8700
ENSG00000170122.4,FOXD4,protein_coding,chr9,116237,118417,-,2181
ENSG00000170128.2,GPR25,protein_coding,chr1,200842083,200843306,+,1224
ENSG00000170142.7,UBE2E1,protein_coding,chr3,23847394,23932807,+,3074
ENSG00000170144.14,HNRNPA3,protein_coding,chr2,178077291,178088686,+,6033
ENSG00000170145.4,SIK2,protein_coding,chr11,111473115,111601577,+,9796
ENSG00000170152.3,RP11-374M1.7,pseudogene,chr9,44998000,44998719,-,208
ENSG00000170153.6,RNF150,protein_coding,chr4,141780961,142134031,-,11007
ENSG00000170160.12,CCDC144A,protein_coding,chr17,16592851,16707767,+,19301
ENSG00000170161.6,RP11-262H14.4,lincRNA,chr9,66553273,66555928,+,2541
ENSG00000170162.9,VGLL2,protein_coding,chr6,117586721,117594728,+,2231
ENSG00000170165.5,CR848007.2,pseudogene,chr9,44051024,44069881,-,1699
ENSG00000170166.5,HOXD4,protein_coding,chr2,177015950,177017954,+,1464
ENSG00000170175.6,CHRNB1,protein_coding,chr17,7348380,7361026,+,4329
ENSG00000170178.5,HOXD12,protein_coding,chr2,176964458,176966408,+,1833
ENSG00000170180.15,GYPA,protein_coding,chr4,145030457,145061904,-,3353
ENSG00000170185.5,USP38,protein_coding,chr4,144106070,144144983,+,7787
ENSG00000170190.11,SLC16A5,protein_coding,chr17,73083822,73102257,+,3089
ENSG00000170191.4,NANP,protein_coding,chr20,25593571,25604811,-,3964
ENSG00000170209.4,ANKK1,protein_coding,chr11,113258513,113271140,+,2598
ENSG00000170214.3,ADRA1B,protein_coding,chr5,159343790,159399551,+,1738
ENSG00000170215.4,FAM27B,protein_coding,chr9,67792938,67794111,-,616
ENSG00000170217.6,RP11-12A20.2,pseudogene,chr9,67785634,67786684,+,536
ENSG00000170222.11,ADPRM,protein_coding,chr17,10600911,10614550,+,1620
ENSG00000170231.11,FABP6,protein_coding,chr5,159614374,159665742,+,1172
ENSG00000170234.8,PWWP2A,protein_coding,chr5,159488808,159546430,-,6507
ENSG00000170236.10,USP50,protein_coding,chr15,50792759,50838905,-,1880
ENSG00000170242.13,USP47,protein_coding,chr11,11862970,11980870,+,11158
ENSG00000170248.9,PDCD6IP,protein_coding,chr3,33839844,33911194,+,9033
ENSG00000170255.6,MRGPRX1,protein_coding,chr11,18955360,18961054,-,1425
ENSG00000170260.4,ZNF212,protein_coding,chr7,148936742,148952700,+,3182
ENSG00000170262.8,MRAP,protein_coding,chr21,33664124,33687095,+,1346
ENSG00000170264.8,FAM161A,protein_coding,chr2,62051989,62081278,-,5252
ENSG00000170265.7,ZNF282,protein_coding,chr7,148892577,148923339,+,3831
ENSG00000170266.11,GLB1,protein_coding,chr3,33038100,33138722,-,4364
ENSG00000170270.4,C14orf142,protein_coding,chr14,93669239,93673439,-,1154
ENSG00000170271.6,FAXDC2,protein_coding,chr5,154198051,154238812,-,7222
ENSG00000170275.10,CRTAP,protein_coding,chr3,33155471,33189265,+,6695
ENSG00000170276.4,HSPB2,protein_coding,chr11,111782966,111789574,+,1508
ENSG00000170279.2,C7orf33,protein_coding,chr7,148287657,148312952,+,1354
ENSG00000170289.8,CNGB3,protein_coding,chr8,87566205,87755903,-,5025
ENSG00000170290.3,SLN,protein_coding,chr11,107578104,107590419,-,906
ENSG00000170291.10,ELP5,protein_coding,chr17,7154735,7163259,+,2737
ENSG00000170293.4,CMTM8,protein_coding,chr3,32280171,32411817,+,1174
ENSG00000170296.5,GABARAP,protein_coding,chr17,7143333,7146089,-,2266
ENSG00000170298.11,LGALS9B,protein_coding,chr17,20352708,20370852,-,2670
ENSG00000170310.10,STX8,protein_coding,chr17,9153788,9479908,-,3779
ENSG00000170312.11,CDK1,protein_coding,chr10,62538089,62554610,+,3909
ENSG00000170315.9,UBB,protein_coding,chr17,16284112,16286059,+,1621
ENSG00000170322.10,NFRKB,protein_coding,chr11,129733531,129765485,-,6335
ENSG00000170323.4,FABP4,protein_coding,chr8,82390654,82395498,-,1396
ENSG00000170324.15,FRMPD2,protein_coding,chr10,49364601,49482941,-,7900
ENSG00000170325.10,PRDM10,protein_coding,chr11,129769601,129872730,-,6626
ENSG00000170340.10,B3GNT2,protein_coding,chr2,62423248,62451866,+,2861
ENSG00000170345.5,FOS,protein_coding,chr14,75745477,75748933,+,3238
ENSG00000170348.4,TMED10,protein_coding,chr14,75598173,75643334,-,4540
ENSG00000170356.8,OR2A20P,pseudogene,chr7,143947138,143950050,-,2913
ENSG00000170364.8,SETMAR,protein_coding,chr3,4344988,4359251,+,3567
ENSG00000170365.5,SMAD1,protein_coding,chr4,146402346,146479231,+,6058
ENSG00000170367.4,CST5,protein_coding,chr20,23856572,23860387,-,756
ENSG00000170369.3,CST2,protein_coding,chr20,23804406,23807368,-,748
ENSG00000170370.10,EMX2,protein_coding,chr10,119301955,119309056,+,3261
ENSG00000170373.4,CST1,protein_coding,chr20,23728190,23731905,-,872
ENSG00000170374.4,SP7,protein_coding,chr12,53720362,53739099,-,3411
ENSG00000170379.15,FAM115C,protein_coding,chr7,143318043,143427502,+,6466
ENSG00000170381.8,SEMA3E,protein_coding,chr7,82993222,83278326,-,6748
ENSG00000170382.7,LRRN2,protein_coding,chr1,204586298,204654861,-,5681
ENSG00000170385.9,SLC30A1,protein_coding,chr1,211744910,211752084,-,5474
ENSG00000170390.10,DCLK2,protein_coding,chr4,150999426,151178609,+,4593
ENSG00000170396.6,ZNF804A,protein_coding,chr2,185463093,185804219,+,4690
ENSG00000170409.7,CTA-313A17.2,pseudogene,chr7,101967674,101969945,-,331
ENSG00000170412.12,GPRC5C,protein_coding,chr17,72420990,72447792,+,8005
ENSG00000170417.10,TMEM182,protein_coding,chr2,103353367,103460352,+,4879
ENSG00000170419.6,VSTM2A,protein_coding,chr7,54610018,54638773,+,5967
ENSG00000170421.7,KRT8,protein_coding,chr12,53290977,53343738,-,5005
ENSG00000170423.8,KRT78,protein_coding,chr12,53231588,53242876,-,3260
ENSG00000170425.3,ADORA2B,protein_coding,chr17,15848231,15879060,+,2551
ENSG00000170426.1,SDR9C7,protein_coding,chr12,57316938,57328189,-,1765
ENSG00000170430.9,MGMT,protein_coding,chr10,131265448,131566271,+,3557
ENSG00000170439.5,METTL7B,protein_coding,chr12,56075330,56078395,+,1506
ENSG00000170442.7,KRT86,protein_coding,chr12,52643084,52702947,+,2394
ENSG00000170445.8,HARS,protein_coding,chr5,140052758,140071609,-,8436
ENSG00000170448.7,NFXL1,protein_coding,chr4,47849257,47916653,-,4446
ENSG00000170454.5,KRT75,protein_coding,chr12,52817854,52828309,-,2324
ENSG00000170456.10,DENND5B,protein_coding,chr12,31535157,31744031,-,11310
ENSG00000170458.9,CD14,protein_coding,chr5,140011313,140013286,-,1886
ENSG00000170464.5,DNAJC18,protein_coding,chr5,138744279,138780180,-,6497
ENSG00000170465.9,KRT6C,protein_coding,chr12,52862300,52867569,-,2896
ENSG00000170468.5,AC005280.1,pseudogene,chr14,73957644,73960105,+,2460
ENSG00000170469.6,SPATA24,protein_coding,chr5,138732252,138739777,-,1204
ENSG00000170471.10,RALGAPB,protein_coding,chr20,37101459,37207504,+,12624
ENSG00000170473.12,WIBG,protein_coding,chr12,56295197,56326402,-,2425
ENSG00000170476.11,MZB1,protein_coding,chr5,138723169,138725770,-,2273
ENSG00000170477.8,KRT4,protein_coding,chr12,53200333,53208335,-,3312
ENSG00000170482.12,SLC23A1,protein_coding,chr5,138702885,138720242,-,3203
ENSG00000170484.5,KRT74,protein_coding,chr12,52959566,52967609,-,2988
ENSG00000170485.12,NPAS2,protein_coding,chr2,101436614,101613291,+,12491
ENSG00000170486.6,KRT72,protein_coding,chr12,52979373,52995322,-,2154
ENSG00000170498.7,KISS1,protein_coding,chr1,204159469,204165614,-,709
ENSG00000170500.8,LONRF2,protein_coding,chr2,100889753,100939195,-,13933
ENSG00000170502.8,NUDT9,protein_coding,chr4,88343734,88380606,+,3184
ENSG00000170509.7,HSD17B13,protein_coding,chr4,88224941,88244058,-,2397
ENSG00000170515.9,PA2G4,protein_coding,chr12,56498103,56507691,+,3795
ENSG00000170516.12,COX7B2,protein_coding,chr4,46736844,46911252,-,831
ENSG00000170522.5,ELOVL6,protein_coding,chr4,110967002,111120355,-,7297
ENSG00000170523.3,KRT83,protein_coding,chr12,52708085,52715182,-,1875
ENSG00000170525.14,PFKFB3,protein_coding,chr10,6186881,6277495,+,5534
ENSG00000170537.8,TMC7,protein_coding,chr16,18995256,19075264,+,5638
ENSG00000170540.10,ARL6IP1,protein_coding,chr16,18802991,18813000,-,3664
ENSG00000170542.5,SERPINB9,protein_coding,chr6,2887500,2903514,-,4118
ENSG00000170545.12,SMAGP,protein_coding,chr12,51638342,51664674,-,3558
ENSG00000170549.3,IRX1,protein_coding,chr5,3596168,3601517,+,1858
ENSG00000170558.4,CDH2,protein_coding,chr18,25530930,25757410,-,4950
ENSG00000170561.8,IRX2,protein_coding,chr5,2745959,2752969,-,3581
ENSG00000170571.7,EMB,protein_coding,chr5,49692026,49739082,-,5257
